ID,GBM_2,GBM_5,GBM_3,GBM_4,GBM_grid_4,GBM_grid_2,GBM_grid_3,GBM_1,GBM_grid_1,GBM_grid_5,XRT_1,DRF_1,DL_1,GLM_1
34949,0.99919,0.9992,0.99934,0.99817,0.9973,0.99952,0.99787,0.9996,0.99025,0.99543,0.9987,0.98182,0.99996,0.98962
30568,0.96121,0.99893,0.94893,0.98967,0.96143,0.97455,0.96433,0.99056,0.95342,0.99235,0.95901,0.92953,0.97573,0.95035
26777,0.99827,0.99847,0.996,0.99922,0.99661,0.99893,0.99707,0.99916,0.99822,0.9985,0.98,0.98,0.99339,0.93589
25040,0.99016,0.99668,0.99943,0.98037,0.97741,0.99795,0.99886,0.99567,0.9916,0.99766,0.998,1,0.9895,0.93338
1264,0.99507,0.99451,0.99651,0.98844,0.98294,0.99425,0.99296,0.99457,0.96378,0.98705,0.99701,0.97989,0.99727,0.98582
42730,0.99706,0.99716,0.99836,0.9877,0.99809,0.99464,0.994,0.99741,0.98862,0.98888,0.9353,0.82969,0.99234,0.94677
27275,0.97382,0.9664,0.97317,0.9603,0.99149,0.98298,0.95884,0.92933,0.94189,0.93967,0.99463,0.86932,0.96752,0.95216
1215,0.9997,0.99905,0.99955,0.99788,0.99944,0.99974,0.999,0.99947,0.9984,0.99998,1,0.99978,0.99568,0.97236
1169,0.98518,0.9794,0.90753,0.95961,0.89977,0.99319,0.98994,0.97825,0.97173,0.90536,0.99384,0.93432,0.9335,0.91185
15673,0.99963,0.99751,0.9987,0.99769,0.99842,0.99986,0.99825,0.99687,0.99339,0.99923,0.9998,0.99867,0.99913,0.97219
35806,0.96456,0.98511,0.98439,0.96059,0.92276,0.9804,0.98837,0.9698,0.99585,0.79292,0.92795,0.90597,0.9591,0.96801
6666,0.99975,0.99811,0.99846,0.9927,0.99675,0.9988,0.99674,0.99451,0.99205,0.99458,0.98,0.97667,0.99782,0.98356
38148,0.97429,0.99408,0.98238,0.95985,0.96735,0.9884,0.95747,0.98365,0.90912,0.91549,0.985,0.97333,0.87331,0.97703
67,0.99992,0.99968,0.99938,0.99941,0.99984,0.99992,0.99975,0.99946,0.99998,0.99968,1,1,0.99982,0.98989
44429,0.99651,0.99946,0.98318,0.99965,0.99703,0.9938,0.99998,0.99912,0.99517,0.99213,0.99846,0.98426,0.98477,0.99377
31972,0.99922,0.99639,0.99565,0.99737,0.99936,0.99512,0.99546,0.99386,0.98778,0.99961,1,0.99474,0.95192,0.93688
36683,0.99775,0.99801,0.99888,0.99799,0.99731,0.99831,0.99798,0.99722,0.99885,0.99985,1,1,0.99934,0.99402
19978,0.99519,0.9901,0.99539,0.99993,0.98547,0.99166,0.97405,0.9911,0.99102,0.99228,0.98,0.96382,0.94627,0.92239
6483,0.99564,0.99036,0.98076,0.99356,0.98814,0.99057,0.99244,0.99862,0.99049,0.97677,0.93136,0.94417,0.98374,0.95803
44781,0.99828,0.99541,0.99681,0.9961,0.99383,0.99493,0.99112,0.99441,0.99458,0.99982,1,0.99649,0.99684,0.96961
39907,0.99826,0.99615,0.99805,0.99787,0.99918,0.99858,0.99901,0.99812,0.99952,0.9997,1,0.99843,0.99882,0.98034
22378,0.9594,0.97006,0.99044,0.97382,0.98741,0.96759,0.936,0.97607,0.91787,0.92135,0.93978,0.91244,0.95907,0.92642
19386,0.99794,0.99937,0.9999,0.9999,0.99899,0.99914,0.99971,0.99962,0.99655,0.99996,1,1,1,1
21437,0.99837,0.99917,0.99749,0.99897,0.98876,0.99722,0.99977,0.9988,0.98934,0.99717,0.99805,0.99811,0.99522,0.98981
19531,0.96771,0.94968,0.97556,0.98312,0.99059,0.97175,0.96261,0.95057,0.97792,0.95601,0.98726,0.9452,0.92884,0.9695
3625,0.98471,0.9975,0.97111,0.94138,0.98343,0.98659,0.94888,0.99862,0.90997,0.93254,1,0.96726,0.98216,0.90666
41804,0.99048,0.98357,0.99295,0.98192,0.99362,0.98975,0.98525,0.98904,0.97961,0.98989,0.99947,0.97775,0.99052,0.96649
44903,0.95018,0.94813,0.93488,0.90281,0.97888,0.95281,0.92761,0.85507,0.90126,0.83643,0.99116,0.94191,0.94737,0.89929
29846,0.93506,0.9488,0.97167,0.99273,0.93722,0.9462,0.94145,0.9804,0.99358,0.96128,0.97838,0.96659,0.9967,0.89956
21235,0.99558,0.98702,0.99242,0.98963,0.99627,0.99121,0.99191,0.99292,0.98458,0.99009,0.99714,0.9959,0.997,0.97163
30096,0.99485,0.98889,0.99363,0.99081,0.99255,0.99256,0.99642,0.99117,0.99656,0.99253,1,0.99812,0.9941,0.97239
23829,0.99599,0.99551,0.9945,0.99482,0.99711,0.99525,0.99574,0.99494,0.99632,0.99661,0.99977,0.99923,0.99599,0.97341
12724,0.98712,0.98585,0.99925,0.98296,0.9988,0.98183,0.9793,0.99071,0.99212,0.99627,1,0.98943,0.99119,0.94275
8099,0.99938,0.99599,0.98765,0.97866,0.99232,0.97729,0.99044,0.98032,0.98598,0.94536,0.9974,0.98272,0.99747,0.9977
3928,0.96061,0.94891,0.96587,0.94092,0.97751,0.95434,0.96702,0.94339,0.99067,0.83565,0.94182,0.95563,0.95736,0.94611
32580,0.99995,1,0.99954,0.99927,0.99993,1,0.99974,0.99981,0.99997,0.99985,1,1,0.99987,0.99457
11380,0.98926,0.99611,0.98905,0.99563,0.98709,0.99599,0.99032,0.99568,0.93676,0.98464,0.98164,0.95808,0.99953,0.94885
37529,0.98878,0.98875,0.98917,0.98634,0.99673,0.98699,0.97432,0.99013,0.99656,0.98206,1,0.96965,0.93187,0.95821
8702,0.99951,0.99849,0.99682,0.9964,0.99464,0.99908,0.99703,0.99933,0.99547,0.99881,1,0.98254,0.99721,0.94891
42130,0.99987,0.99906,0.99827,0.99959,0.99991,0.99657,0.99638,0.99941,0.99897,0.9983,1,0.99966,0.99512,0.96702
8955,0.99052,0.99096,0.99875,0.98661,0.99134,0.99085,0.99947,0.99869,0.9983,0.98923,0.98,0.96,0.99112,0.94397
2497,0.99799,0.99673,0.99361,0.99898,0.99942,0.99594,0.9994,0.99524,0.996,0.9974,0.99837,0.98691,0.99092,0.98875
39454,0.99946,0.99931,0.99928,0.99847,0.99997,0.99967,0.99991,0.99844,0.99922,0.99516,0.99993,1,0.99989,0.98977
41974,0.99862,0.99485,0.99567,0.99761,0.99638,0.9943,0.99828,0.99955,0.98119,0.99854,0.98,0.99916,0.98848,0.96002
43125,0.99787,0.99525,0.9976,0.99711,0.99636,0.99687,0.99572,0.99723,0.99535,0.99655,1,0.99964,0.99982,0.97618
45454,0.99715,0.989,0.99478,0.97701,0.9856,0.98772,0.99906,0.99931,0.97775,0.99441,0.98,1,0.96463,0.98634
6700,0.99873,0.98885,0.97165,0.99056,0.97943,0.97249,0.96087,0.98975,0.98919,0.99814,0.97,0.98667,0.97066,0.90399
31252,0.99408,0.96129,0.96307,0.96596,0.93138,0.96661,0.95323,0.94499,0.90589,0.88515,0.95964,0.90661,0.92739,0.9447
48374,0.96005,0.84791,0.93562,0.918,0.9156,0.96408,0.96231,0.99703,0.97046,0.98029,0.97524,0.92837,0.96446,0.90029
20432,0.99942,0.99721,0.99516,0.9867,0.99942,0.99455,0.9915,0.99931,0.99069,0.99942,1,0.9805,0.97321,0.95118
3182,0.99364,0.99065,0.99339,0.98956,0.99147,0.99299,0.99488,0.99203,0.98379,0.99482,0.99823,0.98328,0.99985,0.9735
26771,0.96421,0.98229,0.96241,0.95361,0.994,0.95907,0.95891,0.97017,0.99221,0.95159,0.98351,0.93816,0.95537,0.93709
37785,0.98635,0.97821,0.96668,0.97684,0.99398,0.96952,0.96189,0.98979,0.99377,0.939,0.992,0.95667,0.98438,0.94685
999,0.97663,0.95187,0.95868,0.93712,0.99586,0.97815,0.97465,0.94881,0.99785,0.89127,0.97943,0.93542,0.98146,0.92629
22860,0.99754,0.99669,0.99815,0.99476,0.99929,0.99837,0.99869,0.99416,0.99673,0.99513,0.99722,0.99594,0.99143,0.9654
20726,0.98895,0.97866,0.969,0.97994,0.98231,0.98357,0.97959,0.99236,0.96565,0.97828,0.96861,0.99775,0.9215,0.92
28733,0.9978,0.99831,0.99663,0.99797,0.99623,0.99728,0.99394,0.99939,0.9902,0.99856,1,1,0.98716,0.96973
24310,0.84288,0.91169,0.80522,0.86429,0.8854,0.94327,0.86386,0.94155,0.75241,0.89426,0.975,0.89797,0.83991,0.95532
28279,0.99994,0.99991,0.99989,0.9997,0.99977,0.99996,0.99979,0.99984,0.99958,0.99984,1,1,0.99989,0.99324
44108,0.99991,0.99985,0.9997,0.99948,0.99929,0.99984,0.99988,0.99891,0.99968,0.99891,1,1,0.99989,0.9962
47463,0.99504,0.99455,0.99838,0.86763,0.86785,0.98018,0.98867,0.92672,0.91732,0.8191,0.96355,0.87217,0.97104,0.92863
6534,0.99134,0.99439,0.98835,0.99621,0.9971,0.99272,0.98989,0.99959,0.99062,0.99137,1,0.98,0.9987,0.99184
10140,0.99139,0.97591,0.99853,0.88202,0.98005,0.98574,0.9555,0.95267,0.99236,0.92538,0.92,0.86857,0.96112,0.93884
35203,0.99747,0.99774,0.99821,0.9954,0.99773,0.99814,0.99924,0.99904,0.99843,0.99804,1,0.99269,0.99888,0.99188
43239,0.99991,0.99999,0.99835,0.99943,0.9997,0.99733,0.99974,0.99953,0.99744,0.99546,1,0.98101,0.99005,0.96815
46054,0.99823,0.99866,0.99986,0.99941,0.99981,0.9988,0.99708,0.99934,0.99957,0.99929,0.98,0.98,0.97428,0.9361
13262,0.99433,0.99155,0.99174,0.99795,0.97343,0.98486,0.99769,0.9955,0.99913,0.9931,0.9825,0.98,0.83115,0.89944
9593,0.97963,0.96116,0.97162,0.97583,0.97995,0.97418,0.97654,0.96699,0.99945,0.97252,0.97321,0.98615,0.97737,0.96611
14673,0.97654,0.95218,0.97001,0.95366,0.96675,0.96662,0.96191,0.93884,0.91704,0.92345,0.98611,0.89162,0.94125,0.94399
22934,0.99975,0.93961,0.97744,0.97601,0.96676,0.99158,0.96883,0.95847,0.9983,0.97315,0.99775,0.94063,0.93042,0.9241
23634,0.97039,0.97934,0.96689,0.96311,0.94764,0.96772,0.95525,0.9649,0.9873,0.99535,0.98036,0.94735,0.96769,0.90268
45729,0.99083,0.9752,0.96233,0.9849,0.9758,0.98775,0.98039,0.98391,0.99076,0.99212,0.99889,0.98243,0.98813,0.94468
14687,0.9911,0.99502,0.99075,0.99441,0.98847,0.99532,0.98196,0.98615,0.99201,0.99471,0.99364,0.99488,0.97174,0.9594
48663,0.99735,0.99314,0.99818,0.9949,0.99102,0.99396,0.99916,0.99485,0.98798,0.99859,0.9986,0.99435,0.98944,0.96673
3486,0.98334,0.97177,0.96802,0.95951,0.98597,0.98208,0.97198,0.93803,0.98893,0.97144,0.94845,0.90386,0.97067,0.96149
7020,0.99575,0.99754,0.99772,0.99609,0.99793,0.99847,0.99634,0.99577,0.99139,0.99866,1,0.99502,0.99684,0.98991
41552,0.98066,0.95224,0.9703,0.97591,0.97641,0.95858,0.95487,0.9466,0.97558,0.99963,0.97518,0.94388,0.97261,0.90145
13848,0.99314,0.98934,0.99064,0.99216,0.99854,0.99249,0.98973,0.99268,0.99673,0.99627,1,0.99782,0.98217,0.92282
46327,0.91575,0.9069,0.94017,0.90515,0.85546,0.94308,0.88829,0.87922,0.81682,0.94018,0.92595,0.86737,0.96124,0.91293
16136,0.99926,0.99975,0.99961,0.99923,0.99781,0.99977,0.99987,0.99875,0.99875,0.99786,0.99607,0.966,0.99931,0.99132
26674,0.87903,0.92385,0.87764,0.78239,0.90963,0.93087,0.94705,0.91882,0.84569,0.88928,0.99,0.96556,0.94507,0.90145
28878,0.99868,0.99784,0.99834,0.99699,0.99902,0.99866,0.99856,0.9976,0.99303,0.99846,1,1,0.99568,0.96943
45431,0.99997,0.99982,0.99963,0.99962,0.9996,0.99986,0.99969,0.9997,0.99974,0.99965,1,1,0.9999,0.99386
34634,0.99708,0.99396,0.99899,0.99669,0.98538,0.99089,0.98221,0.98696,0.99597,0.99977,0.99432,0.99617,0.9886,0.9464
10925,0.99391,0.9916,0.99663,0.96434,0.99952,0.99793,0.98314,0.99903,0.96916,0.99914,1,0.99433,0.9752,0.94505
16914,0.91058,0.87208,0.88909,0.86652,0.94394,0.93929,0.95308,0.9506,0.99215,0.95967,0.996,0.96113,0.79109,0.96595
37589,0.99994,0.99974,0.99973,0.99911,0.99997,0.99994,0.99988,0.99963,0.99983,0.99976,1,1,0.99996,0.99788
33539,0.99983,0.99948,0.99949,0.99925,0.99652,0.99992,1,0.99974,0.99861,0.99978,1,1,0.99983,0.99292
4520,0.97334,0.9714,0.97451,0.97107,0.95308,0.96786,0.96924,0.97301,0.93241,0.99046,0.99939,0.995,0.8859,0.92386
40265,0.99983,0.99987,0.99955,0.99492,0.99989,0.99937,0.99798,0.99885,0.99897,0.99899,1,1,0.99859,0.98605
21228,0.97381,0.95787,0.95022,0.957,0.9478,0.95915,0.95204,0.93463,0.9548,0.99432,0.99127,0.98367,0.97413,0.93811
4325,0.99982,0.99959,0.99957,0.99908,0.99937,0.99991,1,0.99952,0.9991,0.99949,1,1,0.99977,0.98656
45986,0.99823,0.99826,0.99854,0.99686,0.9969,0.9994,0.99848,0.99843,0.99638,0.9999,0.99971,0.99982,0.99968,0.99034
21472,0.99987,0.99978,0.99969,0.99915,0.99989,0.99994,0.99988,0.99965,0.99997,0.99976,1,1,0.99997,0.99816
31973,0.9982,0.99664,0.99874,0.99944,0.99248,0.9977,0.99842,0.99921,0.99736,0.99986,1,0.98,0.97936,0.94931
30974,0.93968,0.95091,0.94894,0.93835,0.903,0.96149,0.94315,0.96022,0.97908,0.91593,0.96003,0.87214,0.99972,0.94694
33249,0.99293,0.9914,0.97343,0.97729,0.94861,0.97822,0.98087,0.98475,0.95877,0.99512,0.99897,0.96302,0.97472,0.98648
44681,0.98422,0.97129,0.94447,0.99223,0.95481,0.98992,0.98031,0.95666,0.96777,0.96695,0.94236,0.97098,0.9979,0.96798
16731,0.99972,0.99962,0.99928,0.99895,0.99988,0.99981,0.99986,0.99885,0.99924,0.9997,1,1,0.99987,0.99418
33008,0.99997,0.98855,0.99993,0.94904,0.99229,0.99004,0.99609,0.97503,0.98856,0.98493,0.9936,0.99577,0.98989,0.95301
8639,0.99795,0.99632,0.99771,0.99731,0.99714,0.99713,0.99675,0.99785,0.99855,0.99722,0.99977,1,0.99701,0.99171
10458,0.99976,0.99961,0.99903,0.99921,0.99945,0.99974,0.9998,0.99971,0.99951,0.99966,1,1,0.9999,0.99469
23615,0.98982,0.97931,0.98685,0.98529,0.96752,0.97574,0.99336,0.96128,0.9983,0.98798,0.98271,0.97057,0.98374,0.97519
230,0.99993,0.99937,0.99928,0.99874,0.99984,1,0.99989,0.99896,0.99941,0.9998,1,1,0.99975,0.99099
5407,0.99357,0.99369,0.99881,0.98878,0.98776,0.99213,0.99483,0.99485,0.99999,0.99336,0.99529,0.979,0.98303,0.96368
18414,0.99808,0.99963,0.99737,0.99962,0.99829,0.99909,0.99331,0.996,0.99731,0.99466,1,0.98,0.99966,0.97133
32409,0.99458,0.99529,0.99352,0.99374,0.99879,0.99811,0.99735,0.99818,0.98982,0.99314,0.96921,0.91649,0.96366,0.93292
13344,0.99987,0.99961,0.99919,0.99906,0.99992,0.99979,0.99996,0.99984,0.99934,0.99973,1,1,0.9998,0.99519
38767,0.99667,0.99779,0.99837,0.99598,0.99877,0.99888,0.99994,0.99604,0.99769,0.9956,0.98536,0.94,0.95281,0.97298
7066,0.99469,0.99881,0.99667,0.99852,0.99756,0.99609,0.99828,0.99746,0.99731,0.99891,0.99805,0.99214,0.99672,0.99358
39554,0.99992,0.99957,0.99934,0.99929,0.99941,0.99992,1,0.99952,0.99963,0.99955,1,1,0.99963,0.98421
19426,0.94478,0.94269,0.92701,0.95503,0.88829,0.9494,0.93385,0.89722,0.87889,0.99855,0.98832,0.98017,0.93652,0.94793
24518,0.9953,0.97623,0.99087,0.96556,0.94475,0.97117,0.93912,0.98149,0.99644,0.94586,0.99409,0.90417,0.90196,0.90394
36552,0.97252,0.97491,0.95952,0.9592,0.99719,0.98647,0.97533,0.96613,0.93978,0.99355,0.95833,0.90561,0.97196,0.92188
3129,0.99188,0.99575,0.99502,0.96795,0.98228,0.98689,0.96704,0.97565,0.92727,0.98729,0.98167,0.99129,0.94152,0.97456
35598,0.92502,0.95464,0.94128,0.9195,0.96761,0.96848,0.93138,0.88672,0.96694,0.84691,0.91205,0.78611,0.89159,0.90903
24833,0.93961,0.95337,0.98131,0.95815,0.98976,0.94642,0.96546,0.99195,0.9917,0.93731,0.95828,0.94573,0.94304,0.93157
39077,0.98532,0.96579,0.99522,0.9921,0.99185,0.98797,0.92693,0.988,0.98075,0.91654,0.99159,0.9978,0.86681,0.91716
36043,0.99949,0.99913,0.99859,0.9988,0.99797,0.99822,0.99941,0.99954,0.99898,0.99951,1,1,0.99822,0.99546
28571,0.99725,0.99529,0.99875,0.99655,0.99931,0.9956,0.99787,0.99766,0.99678,0.99828,0.99972,0.99833,0.99593,0.98004
1914,0.99902,0.99971,0.99909,0.99945,0.99948,0.99965,0.99982,0.99871,0.99894,0.99807,0.996,1,0.99969,0.99244
35268,0.99862,0.99898,0.99979,0.99988,0.99647,0.99873,0.99976,0.99886,0.99917,0.99986,1,1,0.99738,0.99629
18256,0.99303,0.9969,0.99017,0.99782,0.98919,0.99836,0.99443,0.99913,0.99003,0.99968,1,1,0.99042,0.98801
42610,0.99904,0.99756,0.99814,0.99742,0.99849,0.99801,0.99836,0.99922,0.9959,0.99763,0.9998,0.99987,0.99984,0.98066
14341,0.96263,0.99181,0.98329,0.94834,0.97746,0.94976,0.97475,0.98753,0.93059,0.86112,0.98849,0.97471,0.96505,0.9484
38342,0.91054,0.85962,0.87623,0.78185,0.85431,0.92142,0.81245,0.96619,0.88623,0.90268,0.94636,0.9525,0.99353,0.97678
19153,0.94352,0.9708,0.97252,0.96994,0.9403,0.92721,0.93837,0.97524,0.921,0.99555,0.98334,0.97367,0.97641,0.9033
36229,0.99607,0.99235,0.99947,0.99955,0.99391,0.9946,0.99883,0.99196,0.9941,0.99974,1,1,0.99554,0.99259
31490,0.99724,0.99595,0.99606,0.99681,0.98715,0.99728,0.99212,0.99629,0.98913,0.99922,1,0.94632,0.99746,0.95188
4075,0.99876,0.9971,0.99561,0.99816,0.99839,0.99651,0.99666,0.99767,0.9988,0.99834,0.98,0.99833,0.99356,0.97129
8141,0.96997,0.96876,0.97504,0.97076,0.93856,0.98072,0.97445,0.96088,0.94169,0.8886,0.99238,0.93271,0.99716,0.96162
12070,0.99466,0.97685,0.9826,0.96149,0.98041,0.99415,0.978,0.9964,0.98294,0.98664,0.9825,0.96623,0.9862,0.9643
2968,0.99787,0.99473,0.99507,0.99609,0.99676,0.99573,0.99417,0.99571,0.99834,0.99643,0.99972,0.99916,0.99505,0.97933
10675,0.99782,0.99616,0.9968,0.99825,0.98214,0.9983,0.99671,0.99753,0.9947,0.99985,0.97278,1,0.97,0.94482
35919,0.99622,0.99635,0.99715,0.99723,0.99817,0.99567,0.99645,0.9983,0.99548,0.99819,1,0.99926,0.99663,0.99221
13473,0.98691,0.99406,0.996,0.99064,0.98591,0.99118,0.99251,0.98778,0.9899,0.99937,0.99599,0.98625,0.98973,0.9905
11510,0.99892,0.99877,0.99878,0.99672,0.99835,0.99916,0.99838,0.99909,0.99938,0.99985,0.99946,1,0.99887,0.98626
1379,0.9978,0.99999,0.99832,0.99851,0.99468,0.99799,0.99968,0.99959,0.99553,0.99896,1,1,0.97019,0.97004
16883,0.99935,0.99997,0.9994,0.9987,0.99119,0.99895,0.99713,0.99762,0.98987,0.99902,1,0.9788,0.99509,0.98774
46040,0.96842,0.95834,0.97668,0.97103,0.94269,0.95536,0.9611,0.94581,0.98458,0.82936,0.92621,0.87589,0.91445,0.92994
43286,0.96277,0.94252,0.94007,0.93306,0.95069,0.96085,0.96471,0.94433,0.98718,0.88346,0.99358,0.9577,0.96342,0.95232
41802,0.98075,0.97046,0.97504,0.9888,0.96543,0.9832,0.98489,0.98893,0.96818,0.97877,0.99609,0.96297,0.98351,0.9359
30912,0.99994,0.99966,0.99971,0.99952,0.99643,0.99982,0.99997,0.99964,0.99896,0.99981,1,1,0.99965,0.98895
33693,0.92043,0.86899,0.8297,0.8903,0.89152,0.94744,0.88449,0.87546,0.96089,0.85454,0.96784,0.93406,0.9,0.96262
22445,0.9983,0.95056,0.97311,0.9812,0.97747,0.98505,0.99087,0.97459,0.93419,0.98042,0.99184,0.94248,0.96913,0.94969
43633,0.99244,0.94885,0.97863,0.94724,0.98082,0.96858,0.90288,0.97514,0.89116,0.88874,0.98,0.90966,0.91695,0.98498
12288,0.99918,0.99765,0.99835,0.98065,0.99921,0.99719,0.99994,0.9954,0.98056,0.99709,0.98,0.98054,0.99964,0.97901
21864,0.99779,0.99683,0.99897,0.99652,0.99754,0.99811,0.99837,0.9983,0.99631,0.99988,0.9994,0.99843,0.99961,0.98051
31522,0.9904,0.99053,0.9908,0.99225,0.99362,0.98953,0.98667,0.98944,0.98989,0.98965,0.99842,0.97526,0.98923,0.94682
13443,0.99977,0.99964,0.99967,0.9989,0.99978,0.99953,0.99885,0.99981,0.99898,0.99943,1,1,0.99907,0.9855
9720,0.99572,0.9876,0.98923,0.99957,0.9543,0.98401,0.98159,0.97348,0.94669,0.9736,0.96656,0.99414,0.98023,0.9437
29053,0.99989,0.99991,0.99895,0.99961,0.99934,0.99937,0.99972,0.99968,0.9997,0.99952,1,1,0.99992,0.99477
390,0.98641,0.97661,0.97382,0.98746,0.99504,0.96498,0.95954,0.99729,0.96831,0.99408,0.99029,0.99142,0.93555,0.90489
16611,0.98751,0.98521,0.98449,0.98285,0.99988,0.98472,0.99523,0.98774,0.99067,0.98537,0.99859,0.96784,0.99191,0.95006
13132,0.99641,0.99498,0.99164,0.99351,0.9911,0.99301,0.99723,0.99671,0.97144,0.99412,0.98,0.97,0.98454,0.99263
20070,0.9836,0.96344,0.94908,0.98604,0.91556,0.9584,0.96175,0.97899,0.98323,0.99345,0.98748,0.98188,0.97982,0.90105
16278,0.98096,0.97294,0.92607,0.96763,0.97266,0.96153,0.94361,0.91969,0.97364,0.99668,0.9849,0.97367,0.9838,0.89881
31505,0.98959,0.98167,0.98403,0.9854,0.98674,0.98699,0.99094,0.98204,0.96936,0.97554,0.99341,0.98926,0.99493,0.96439
1314,0.96343,0.92671,0.87638,0.90758,0.92014,0.96046,0.95353,0.98996,0.85847,0.96801,1,0.96,0.67584,0.9064
34291,0.9926,0.99314,0.98766,0.99329,0.99485,0.98856,0.99279,0.9915,0.93239,0.9657,0.98519,0.9528,0.90655,0.95575
19116,0.99987,0.99973,0.99948,0.99913,0.99974,0.99987,0.99998,0.99981,0.99982,0.99971,1,1,0.99997,0.99835
31669,0.97702,0.95188,0.95822,0.94894,0.96027,0.97918,0.97339,0.96127,0.99694,0.91173,0.98879,0.99701,0.98254,0.92804
24188,0.9998,0.99901,0.99893,0.99897,0.99694,0.99955,0.99919,0.99869,0.99695,0.99922,0.99778,1,0.99915,0.98007
47841,0.99685,0.99957,0.99976,0.99511,0.99895,0.99815,0.99697,0.99667,0.97997,0.99828,0.9975,0.97692,0.98494,0.98799
34820,0.99378,0.99034,0.99207,0.99004,0.99897,0.99281,0.99053,0.99245,0.99157,0.99528,0.99698,0.99808,0.99551,0.98745
2830,0.98249,0.98221,0.99855,0.9877,0.98038,0.98831,0.99581,0.99856,0.98721,0.95189,1,0.98,0.97514,0.96107
28764,0.9949,0.99463,0.99655,0.99776,0.99544,0.99882,0.99746,0.99692,0.99723,0.99864,1,1,0.99714,0.94766
45164,0.98971,0.94234,0.98698,0.98652,0.9802,0.9551,0.94003,0.94371,0.97477,0.84769,0.94405,0.84873,0.9696,0.89873
47669,0.99017,0.97998,0.98881,0.97803,0.99045,0.9886,0.98009,0.99109,0.98612,0.99642,1,0.95868,0.99432,0.97418
34720,0.98644,0.99198,0.99144,0.97871,0.99408,0.9893,0.98333,0.989,0.99737,0.98566,0.97755,0.95645,0.98281,0.96894
35829,0.95588,0.97177,0.97621,0.96897,0.98765,0.94909,0.96273,0.98897,0.99076,0.96477,0.98829,0.98118,0.96974,0.93242
25412,0.97799,0.95307,0.99435,0.99791,0.94131,0.98148,0.98294,0.98069,0.90928,0.98968,0.98,0.90571,0.97492,0.90583
36621,0.97521,0.98475,0.94966,0.99308,0.95221,0.96481,0.99986,0.99739,0.92624,0.99032,0.98166,0.87544,0.94614,0.91461
39940,0.98334,0.95361,0.95732,0.97591,0.96541,0.96315,0.958,0.89708,0.98996,0.91187,0.94523,0.91859,0.92578,0.9452
42498,0.95108,0.94518,0.94754,0.94912,0.95531,0.9447,0.97315,0.98514,0.94489,0.92584,0.92355,0.9194,0.94934,0.93081
33810,0.98896,0.98731,0.99183,0.98944,0.99963,0.98569,0.94014,0.97484,0.97184,0.99662,1,0.99696,0.96379,0.9052
48307,0.99988,0.99888,0.99918,0.99847,0.99961,0.99947,0.99939,0.99959,0.99957,0.99982,1,1,0.99931,0.99066
36582,0.99655,0.99535,0.99427,0.99214,0.98721,0.98756,0.99479,0.99429,0.98586,0.99799,0.98,0.996,0.99801,0.94555
31900,0.95496,0.96514,0.99582,0.9391,0.97061,0.9536,0.96611,0.92161,0.94447,0.97218,0.99812,0.94122,0.9762,0.89942
47403,0.89689,0.93314,0.98792,0.90344,0.91968,0.98127,0.96571,0.98428,0.96006,0.91702,0.94483,0.82662,0.93627,0.97812
6271,0.93069,0.88526,0.88847,0.85041,0.98141,0.86462,0.93638,0.9769,0.92441,0.93238,0.99676,0.82194,0.99592,0.90359
2951,0.99706,0.99646,0.99156,0.99132,0.99886,0.9909,0.99053,0.98595,0.99744,0.99855,0.98462,0.98,0.9378,0.93365
43170,0.994,0.99842,0.99828,0.99999,0.98783,0.99838,0.99813,0.99837,0.99557,0.99722,0.98,0.99779,0.97504,0.92414
46989,0.9961,0.99578,0.99697,0.99918,0.99771,0.99366,0.9917,0.99827,0.99267,0.98994,1,1,0.99539,0.97435
3740,0.99815,0.99851,0.99772,0.98916,0.99643,0.9974,0.98998,0.98803,0.99719,0.98295,0.99121,0.9841,0.99126,0.95156
21966,0.99791,0.99741,0.99892,0.99956,0.9934,0.99866,0.99878,0.99976,0.99582,1,1,0.98,0.99074,0.98425
31024,0.99952,0.99942,0.99885,0.99926,0.99917,0.99983,0.99996,0.9991,0.99762,0.99985,0.99978,0.99833,0.99998,0.98683
21005,0.98848,0.98448,0.99549,0.99605,0.97173,0.95172,0.94577,0.99837,0.99221,0.98814,0.93,0.95233,0.98348,0.93007
21876,0.96337,0.96605,0.95492,0.92088,0.98034,0.94572,0.93918,0.99581,0.95726,0.85542,0.99412,0.95198,0.96634,0.91357
30300,0.95751,0.97438,0.97212,0.93992,0.95959,0.9501,0.98582,0.95272,0.94031,0.90788,0.93841,0.93395,0.96416,0.9417
16800,0.99755,0.95737,0.97621,0.99484,0.97331,0.95235,0.92851,0.94556,0.93136,0.98235,0.95642,0.94847,0.96818,0.90195
38057,0.99205,0.99664,0.99617,0.99008,0.98668,0.98981,0.99054,0.99728,0.99569,0.99439,0.99402,0.90386,0.96534,0.9848
46701,0.98031,0.96747,0.9567,0.93703,0.92451,0.98479,0.98572,0.97033,0.97657,0.97283,0.97417,0.99213,0.97812,0.90155
9808,0.99941,0.99985,0.99881,0.99761,0.99275,0.99886,0.99834,0.99928,0.99073,0.99967,1,1,0.98573,0.99544
7422,0.99949,0.99946,0.99916,0.99888,0.99999,0.99986,0.99994,0.99997,0.99942,0.99793,1,1,0.99993,0.98835
